"time","tank1.medium.T_degC","tank2.medium.T_degC","tank3.medium.T_degC","tank4.medium.T_degC","tank5.medium.T_degC","tank6.medium.T_degC","T_pumpB_out.T"
938,26.25350753332151,26.2518264633066,26.25194357507513,26.088783285269585,25.754151495355075,25.040759742065063,26.112436524056932
940,26.253518602344855,26.251839709627063,26.251956652534716,26.08879449990951,25.754160653639985,25.04076027875982,26.112445681251643
942,26.25352950132077,26.251852752366574,26.251969529000974,26.088805541591626,25.7541696725728,25.04076080709882,26.112454699091245
944,26.253540232412718,26.25186559449486,26.251982207398044,26.088816412992912,25.75417855160589,25.040761328835003,26.112463577028507
946,26.25355079733248,26.251878238704023,26.25199469037085,26.088827116683035,25.75418728836752,25.040761846664566,26.112472312692432
948,26.253561199933586,26.25189068900221,26.252006981884904,26.088837655741884,25.754195889142977,25.04076235880899,26.112480912367744
950,26.253571443002386,26.25190294874193,26.252019085247127,26.088848032994576,25.754204355902004,25.040762865719728,26.11248937802452
952,26.253581528794882,26.251915020248077,26.252031002759566,26.088858254472314,25.754212692839417,25.040763364491852,26.112497713856783
954,26.253591459728966,26.251926906160236,26.252042737031104,26.088868325227565,25.754220903470866,25.040763853244187,26.112505923380354
956,26.253601238371004,26.251938609340925,26.252054290897433,26.088878243228976,25.754228988270995,25.04076433379845,26.112514007069876
958,26.253610866986776,26.25195013206843,26.252065666621604,26.088888008089214,25.754236948909067,25.04076480614782,26.112521966594954
960,26.25362034813594,26.251961477238012,26.252076867065682,26.08889762218206,25.754244787592995,25.0407652701237,26.112529804163444
962,26.2536296842747,26.25197264752734,26.252087894880617,26.088907086906545,25.754252506340947,25.040765725614904,26.112537521793513
964,26.25363887718612,26.251983646233214,26.25209875331376,26.088916404377812,25.754260107144148,25.040766174697126,26.112545121476614
966,26.253647929316628,26.251994476042285,26.2521094450247,26.088925576005238,25.75426759202054,25.04076661729033,26.11255260523052
968,26.253656841985674,26.252005139114374,26.252119972134608,26.08893460650546,25.754274961750923,25.040767052188187,26.11255997383637
970,26.253665617334434,26.252015638175465,26.252130337336382,26.088943497939056,25.754282218156447,25.040767479562476,26.112567229115086
972,26.25367425734413,26.252025975861045,26.25214054323095,26.088952252855336,25.75428936287193,25.040767899378864,26.1125743727016
974,26.25368276404555,26.252036154757036,26.25215059236922,26.088960873564986,25.7542963975514,25.040768311940212,26.11258140625023
976,26.25369113988876,26.252046177208342,26.252160487062895,26.088969360551403,25.75430332411355,25.040768719772643,26.112588331679262
978,26.253699386725145,26.25205604575882,26.252170229822298,26.088977716920965,25.75431014413101,25.040769121819665,26.112595150561447
980,26.253707506589592,26.252065762268387,26.252179822479718,26.088985945040406,25.754316859415724,25.040769516347325,26.112601864708893
982,26.253715501545173,26.25207532923099,26.252189267495567,26.088994047086146,25.75432347165855,25.040769903624835,26.112608475812124
984,26.25372337364746,26.25208474897073,26.252198567161884,26.089002025285424,25.75432998258242,25.040770283384347,26.112614985594746
986,26.253731124437138,26.252094023562847,26.252207723527533,26.08900988092563,25.754336392989273,25.040770657021596,26.112621394858195
988,26.253738755211714,26.25210315496514,26.252216738527466,26.089017614849524,25.75434270324564,25.040771026719938,26.112627703969338
990,26.25374626814795,26.25211214555992,26.252225614509996,26.08902522950615,25.75434891529136,25.040771391819305,26.11263391486807
992,26.253753665052784,26.252120997551117,26.252234353650408,26.089032726669018,25.75435503040495,25.04077175285471,26.112640028833084
994,26.253760947733497,26.25212971314278,26.252242958123418,26.08904010811176,25.75436104986528,25.040772110360933,26.112646047143187
996,26.253768117997367,26.252138294538724,26.252251430103513,26.089047375608686,25.754366974950983,25.040772464872873,26.112651971076787
998,26.25377517765122,26.252146743942887,26.25225977176575,26.089054530933083,25.75437280694058,25.040772816925426,26.11265780191286
1000,26.253782128502564,26.25215506355954,26.252267985284732,26.089061575859148,25.754378547112708,25.040773167053374,26.112663540930043
1000,26.253782128502564,26.25215506355954,26.252267985284732,26.089061575859148,25.754378547112708,25.040773167053374,26.112663540930043
